Stock Symbol,Company Name,ISIN Code,Action,Quantity,Transaction Price,Brokerage,Transaction Charges,StampDuty,Segment,STT Paid/Not Paid,Remarks,Transaction Date,Exchange,
DHASUG,DHAMPUR SUGAR MILLS LTD,INE041A01016,Sell,1,271.30,2.40,0.01,0.00,TT,STT Paid,icicidirect,21-Jun-2023,BSE,
DHASUG,DHAMPUR SUGAR MILLS LTD,INE041A01016,Buy,10,184.00,4.79,0.06,0.28,TT,STT Paid,icicidirect,13-Nov-2024,NSE,
DHASUG,DHAMPUR SUGAR MILLS LTD,INE041A01016,Buy,2,177.20,0.92,0.01,0.05,TT,STT Paid,icicidirect,14-Nov-2024,NSE,
DHASUG,DHAMPUR SUGAR MILLS LTD,INE041A01016,Buy,15,168.79,6.59,0.08,0.51,TT,STT Paid,icicidirect,18-Nov-2024,NSE,
DHASUG,DHAMPUR SUGAR MILLS LTD,INE041A01016,Buy,5,174.00,2.26,0.03,0.00,TT,STT Paid,icicidirect,18-Nov-2024,NSE,
DHASUG,DHAMPUR SUGAR MILLS LTD,INE041A01016,Buy,20,119.79,6.23,0.08,0.36,TT,STT Paid,icicidirect,03-Mar-2025,NSE,
DIVLAB,DIVIS LABORATORIES LIMITED,INE361B01024,Buy,1,3735.00,33.08,0.13,1.48,Rolling,STT Paid,icicidirect,16-Aug-2022,NSE,
DIVLAB,DIVIS LABORATORIES LIMITED,INE361B01024,Buy,1,3715.00,32.90,0.12,0.00,Rolling,STT Paid,icicidirect,16-Aug-2022,NSE,
DIVLAB,DIVIS LABORATORIES LIMITED,INE361B01024,Sell,2,3899.95,20.29,0.22,0.00,TT,STT Paid,icicidirect,27-Dec-2023,BSE,
DOLINV,DOLAT ALGOTECH LIMITED,INE966A01022,Buy,2,93.80,1.66,0.00,0.00,Rolling,STT Paid,icicidirect,05-Oct-2021,NSE,
DOLINV,DOLAT ALGOTECH LIMITED,INE966A01022,Sell,2,105.50,1.87,0.01,0.00,Rolling,STT Paid,icicidirect,28-Apr-2022,NSE,
DOLINV,DOLAT ALGOTECH LIMITED,INE966A01022,Buy,5,40.00,1.77,0.00,0.00,TT,STT Paid,icicidirect,29-Mar-2023,NSE,
DOLINV,DOLAT ALGOTECH LIMITED,INE966A01022,Sell,3,49.00,1.30,0.00,0.00,TT,STT Paid,icicidirect,31-Jul-2023,BSE,
DOLINV,DOLAT ALGOTECH LIMITED,INE966A01022,Sell,1,61.80,0.55,0.00,0.00,TT,STT Paid,icicidirect,16-Oct-2023,BSE,
DOLINV,DOLAT ALGOTECH LIMITED,INE966A01022,Sell,1,74.00,0.19,0.00,0.00,TT,STT Paid,icicidirect,30-Jan-2024,BSE,
ELIELE,ELIN ELECTRONICS LIMITED,INE050401020,Buy,2,144.00,2.55,0.01,0.00,TT,STT Paid,icicidirect,14-Aug-2023,NSE,
ELIELE,ELIN ELECTRONICS LIMITED,INE050401020,Sell,1,174.80,1.55,0.00,0.00,TT,STT Paid,icicidirect,04-Oct-2023,BSE,
ELIELE,ELIN ELECTRONICS LIMITED,INE050401020,Sell,1,205.20,0.53,0.01,0.00,TT,STT Paid,icicidirect,04-Jul-2024,BSE,
EMBOFF,EMBASSY OFFICE PARKS REIT,INE041025011,Buy,4,307.00,10.87,0.04,0.18,TT,STT Paid,icicidirect,21-Aug-2023,NSE,
EMBOFF,EMBASSY OFFICE PARKS REIT,INE041025011,Sell,1,341.67,0.89,0.01,0.00,TT,STT Paid,icicidirect,11-Jan-2024,BSE,
EMBOFF,EMBASSY OFFICE PARKS REIT,INE041025011,Sell,2,365.00,1.90,0.02,0.00,TT,STT Paid,icicidirect,10-Apr-2024,BSE,
ESSSH,ESSAR SHIPPING LIMITED,INE122M01019,Buy,37,11.00,3.60,0.01,0.00,Rolling,STT Paid,icicidirect,09-Aug-2021,NSE,
ESSSH,ESSAR SHIPPING LIMITED,INE122M01019,Buy,10,11.00,0.97,0.00,0.00,Rolling,STT Paid,icicidirect,09-Aug-2021,NSE,
ESSSH,ESSAR SHIPPING LIMITED,INE122M01019,Buy,63,11.00,6.14,0.02,0.18,Rolling,STT Paid,icicidirect,09-Aug-2021,NSE,
ESSSH,ESSAR SHIPPING LIMITED,INE122M01019,Sell,10,8.50,0.75,0.00,0.00,Rolling,STT Paid,icicidirect,26-Apr-2022,BSE,
ESSSH,ESSAR SHIPPING LIMITED,INE122M01019,Sell,100,7.10,29.50,0.02,0.00,Rolling,STT Paid,icicidirect,12-May-2022,NSE,
FININD,FINOLEX INDUSTRIES LTD,INE183A01024,Buy,1,195.00,1.73,0.01,0.00,TT,STT Paid,icicidirect,30-Oct-2023,NSE,
FININD,FINOLEX INDUSTRIES LTD,INE183A01024,Sell,1,242.85,0.63,0.01,0.00,TT,STT Paid,icicidirect,15-Jan-2024,NSE,
FLAWRI,FLAIR WRITING INDUSTRIE LTD,INE00Y201027,Buy,1,360.55,0.94,0.01,0.00,TT,STT Paid,icicidirect,26-Dec-2023,BSE,
FLAWRI,FLAIR WRITING INDUSTRIE LTD,INE00Y201027,Buy,4,276.00,2.87,0.03,0.00,TT,STT Paid,icicidirect,20-Feb-2024,BSE,
FLAWRI,FLAIR WRITING INDUSTRIE LTD,INE00Y201027,Sell,2,326.70,1.70,0.02,0.00,TT,STT Paid,icicidirect,08-Jul-2024,BSE,
FLAWRI,FLAIR WRITING INDUSTRIE LTD,INE00Y201027,Buy,6,255.00,3.98,0.05,0.23,TT,STT Paid,icicidirect,13-Nov-2024,NSE,
FLAWRI,FLAIR WRITING INDUSTRIE LTD,INE00Y201027,Buy,5,210.35,2.74,0.03,0.00,TT,STT Paid,icicidirect,11-Mar-2025,NSE,
FLAWRI,FLAIR WRITING INDUSTRIE LTD,INE00Y201027,Sell,1,301.20,0.78,0.01,0.00,TT,STT Paid,icicidirect,24-Dec-2025,BSE,
FSNECO,FSN ECOMMERCE VENTURES NYKAA,INE388Y01029,Buy,1,139.00,1.23,0.00,0.00,TT,STT Paid,icicidirect,27-Oct-2023,NSE,
FSNECO,FSN ECOMMERCE VENTURES NYKAA,INE388Y01029,Sell,1,173.95,0.45,0.00,0.00,TT,STT Paid,icicidirect,21-Nov-2023,BSE,
FUTVEN,FUTURE CONSUMER LIMITED,INE220J01025,Buy,20,0.95,5.90,0.00,0.00,TT,STT Paid,icicidirect,29-May-2023,BSE,
FUTVEN,FUTURE CONSUMER LIMITED,INE220J01025,Sell,20,1.05,0.05,0.00,0.00,TT,STT Paid,icicidirect,24-Jan-2024,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Buy,1,123.90,1.10,0.00,0.00,TT,STT Paid,icicidirect,20-Oct-2023,NSE,
GAIL,GAIL (INDIA) LIMITED,INE129A01019,Sell,1,147.00,0.38,0.00,0.00,TT,STT Paid,icicidirect,15-Dec-2023,BSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Buy,3,52.00,1.38,0.01,0.00,TT,STT Not Paid,icicidirect,30-Oct-2023,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Sell,1,59.10,0.15,0.00,0.00,TT,STT Not Paid,icicidirect,03-Apr-2024,NSE,
GOLDEX,NIPPON INDIA ETF GOLD BEES,INF204KB17I5,Sell,2,61.36,0.32,0.00,0.00,TT,STT Not Paid,icicidirect,22-Apr-2024,BSE,
GOPSNA,GOPAL SNACKS LTD,INE0L9R01028,Buy,1,330.00,0.86,0.01,0.05,TT,STT Paid,icicidirect,01-Jul-2024,NSE,
GOPSNA,GOPAL SNACKS LTD,INE0L9R01028,Sell,1,495.00,1.29,0.02,0.00,TT,STT Paid,icicidirect,11-Nov-2024,NSE,
GOPSNA,GOPAL SNACKS LTD,INE0L9R01028,Buy,10,275.20,7.16,0.09,0.72,TT,STT Paid,icicidirect,12-Mar-2025,NSE,
GSPL,GUJARAT STATE PETRONET LIMITED,INE246F01010,Buy,2,275.00,4.87,0.02,0.00,TT,STT Paid,icicidirect,25-Oct-2023,BSE,
GSPL,GUJARAT STATE PETRONET LIMITED,INE246F01010,Sell,1,325.00,0.85,0.01,0.00,TT,STT Paid,icicidirect,15-Jan-2024,NSE,
GSPL,GUJARAT STATE PETRONET LIMITED,INE246F01010,Sell,1,371.00,0.97,0.01,0.00,TT,STT Paid,icicidirect,03-Apr-2024,BSE,
GUJGA,GUJARAT GAS LIMITED,INE844O01030,Buy,2,423.00,7.49,0.02,0.00,TT,STT Paid,icicidirect,29-Sep-2023,BSE,
GUJGA,GUJARAT GAS LIMITED,INE844O01030,Sell,1,554.45,1.44,0.02,0.00,TT,STT Paid,icicidirect,29-Jan-2024,NSE,
GUJGA,GUJARAT GAS LIMITED,INE844O01030,Sell,1,635.05,1.65,0.02,0.00,TT,STT Paid,icicidirect,04-Jul-2024,BSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,1,1481.05,29.51,0.05,0.00,Rolling,STT Paid,icicidirect,12-Aug-2022,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Sell,1,1481.95,29.51,0.05,0.00,Rolling,STT Paid,icicidirect,12-Aug-2022,NSE,
HDFGOL,HDFC GOLD ETF,INF179KC1981,Buy,10,116.90,3.04,0.05,0.00,TT,STT Not Paid,icicidirect,24-Dec-2025,BSE,
HDFGOL,HDFC GOLD ETF,INF179KC1981,Buy,215,116.80,65.36,0.97,4.15,TT,STT Not Paid,icicidirect,24-Dec-2025,BSE,
HDFGOL,HDFC GOLD ETF,INF179KC1981,Buy,256,117.63,78.38,1.16,4.68,TT,STT Not Paid,icicidirect,26-Dec-2025,BSE,
HDFGOL,HDFC GOLD ETF,INF179KC1981,Buy,5,120.69,1.57,0.02,0.00,TT,STT Not Paid,icicidirect,13-Jan-2026,NSE,
HDFGOL,HDFC GOLD ETF,INF179KC1981,Buy,4,121.48,1.26,0.02,0.00,TT,STT Not Paid,icicidirect,14-Jan-2026,NSE,
HDFGOL,HDFC GOLD ETF,INF179KC1981,Buy,6,121.12,1.89,0.02,0.11,TT,STT Not Paid,icicidirect,16-Jan-2026,NSE,
HDFGOL,HDFC GOLD ETF,INF179KC1981,Buy,25,122.88,7.99,0.10,0.46,TT,STT Not Paid,icicidirect,19-Jan-2026,NSE,
HDFGOL,HDFC GOLD ETF,INF179KC1981,Buy,30,128.91,10.06,0.12,0.58,TT,STT Not Paid,icicidirect,20-Jan-2026,NSE,
HDFSIL,HDFC SILVER ETF,INF179KC1DI2,Buy,10,238.08,6.20,0.09,0.36,TT,STT Paid,icicidirect,29-Dec-2025,BSE,
HDFSTA,HDFC LIFE INSURANCE COM LTD,INE795G01014,Buy,3,590.20,15.68,0.06,0.00,Rolling,STT Paid,icicidirect,18-Aug-2022,NSE,
HDFSTA,HDFC LIFE INSURANCE COM LTD,INE795G01014,Sell,1,654.10,5.79,0.02,0.00,TT,STT Paid,icicidirect,21-Jun-2023,BSE,
HDFSTA,HDFC LIFE INSURANCE COM LTD,INE795G01014,Sell,1,687.35,1.79,0.02,0.00,TT,STT Paid,icicidirect,12-Dec-2023,BSE,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,Buy,1,4818.00,12.54,0.15,0.73,TT,STT Paid,icicidirect,05-Nov-2024,NSE,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,Buy,1,3653.00,9.50,0.12,0.91,TT,STT Paid,icicidirect,10-Mar-2025,NSE,
HINCOP,HINDUSTAN COPPER LIMITED,INE531E01026,Buy,1,511.05,1.33,0.02,0.08,TT,STT Paid,icicidirect,29-Dec-2025,NSE,
HINCOP,HINDUSTAN COPPER LIMITED,INE531E01026,Buy,1,524.90,1.37,0.02,0.08,TT,STT Paid,icicidirect,01-Jan-2026,NSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Buy,10,331.25,29.34,0.11,0.70,Rolling,STT Paid,icicidirect,17-Jun-2022,NSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Sell,5,414.65,18.36,0.07,0.00,Rolling,STT Paid,icicidirect,05-Aug-2022,NSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Sell,4,429.90,15.23,0.06,0.00,TT,STT Paid,icicidirect,20-Feb-2023,NSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Sell,1,480.00,4.25,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2023,BSE,
HINOIL,HINDUSTAN OIL EXPLORATION CO,INE345A01011,Buy,2,155.00,2.75,0.01,0.05,TT,STT Paid,icicidirect,27-Sep-2023,NSE,
HINOIL,HINDUSTAN OIL EXPLORATION CO,INE345A01011,Sell,1,170.20,0.44,0.00,0.00,TT,STT Paid,icicidirect,10-Nov-2023,BSE,
HINOIL,HINDUSTAN OIL EXPLORATION CO,INE345A01011,Sell,1,190.00,0.49,0.01,0.00,TT,STT Paid,icicidirect,20-Jan-2024,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,2,262.50,4.65,0.02,0.00,TT,STT Paid,icicidirect,16-Aug-2023,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,2,251.35,4.45,0.02,0.00,TT,STT Paid,icicidirect,31-Aug-2023,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,3,242.50,6.44,0.02,0.00,TT,STT Paid,icicidirect,27-Oct-2023,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Sell,2,265.10,1.38,0.02,0.00,TT,STT Paid,icicidirect,07-Nov-2023,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Sell,2,281.50,1.46,0.02,0.00,TT,STT Paid,icicidirect,08-Nov-2023,BSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Sell,1,298.00,0.78,0.01,0.00,TT,STT Paid,icicidirect,10-Nov-2023,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Sell,1,315.00,0.82,0.01,0.00,TT,STT Paid,icicidirect,16-Nov-2023,BSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Sell,1,345.80,0.90,0.01,0.00,TT,STT Paid,icicidirect,29-Nov-2023,NSE,
HUDCO,HOUSING URBAN DEV CO LTD HUDCO,INE031A01017,Buy,10,45.10,3.99,0.01,0.00,Rolling,STT Paid,icicidirect,12-Oct-2021,NSE,
HUDCO,HOUSING URBAN DEV CO LTD HUDCO,INE031A01017,Sell,10,52.95,4.69,0.02,0.00,Rolling,STT Paid,icicidirect,06-Dec-2022,NSE,
ICI100,ICICI PRUDENTIAL NIFTY 100 ETF,INF109KC16V9,Buy,10,29.65,0.77,0.01,0.04,TT,STT Paid,icicidirect,29-Dec-2025,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Buy,2,613.85,10.87,0.04,0.00,Rolling,STT Paid,icicidirect,17-May-2021,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Sell,2,835.70,14.80,0.06,0.00,Rolling,STT Paid,icicidirect,05-Aug-2022,NSE,
ICIGOL,ICICI PRUDENTIAL GOLD ETF,INF109KC1NT3,Buy,10,117.35,3.05,0.05,0.18,TT,STT Paid,icicidirect,24-Dec-2025,BSE,
ICIGOL,ICICI PRUDENTIAL GOLD ETF,INF109KC1NT3,Buy,15,126.33,4.93,0.06,0.28,TT,STT Paid,icicidirect,20-Jan-2026,NSE,
ICINIF,ICICI PRUDENTIAL NIFTY 50 ETF,INF109K012R6,Buy,2,293.01,1.52,0.02,0.00,TT,STT Paid,icicidirect,29-Dec-2025,NSE,
ICINIF,ICICI PRUDENTIAL NIFTY 50 ETF,INF109K012R6,Buy,3,293.01,2.29,0.03,0.22,TT,STT Paid,icicidirect,29-Dec-2025,NSE,
IDBI,IDBI BANK LIMITED,INE008A01015,Buy,5,38.85,1.72,0.01,0.00,Rolling,STT Paid,icicidirect,27-May-2021,BSE,
IDBI,IDBI BANK LIMITED,INE008A01015,Sell,5,41.05,1.82,0.01,0.00,Rolling,STT Paid,icicidirect,05-Aug-2022,NSE,
IDFBAN,IDFC FIRST BANK LIMITED,INE092T01019,Buy,2,64.00,0.33,0.00,0.02,TT,STT Paid,icicidirect,14-Nov-2024,NSE,
IDFBAN,IDFC FIRST BANK LIMITED,INE092T01019,Buy,10,53.55,1.39,0.02,0.00,TT,STT Paid,icicidirect,13-Mar-2025,NSE,
IDFBAN,IDFC FIRST BANK LIMITED,INE092T01019,Sell,3,84.95,0.66,0.01,0.00,TT,STT Paid,icicidirect,26-Dec-2025,BSE,
INDBA,INDUSIND BANK LIMITED,INE095A01012,Buy,4,1067.00,11.10,0.14,0.59,TT,STT Paid,icicidirect,04-Nov-2024,NSE,
INDBA,INDUSIND BANK LIMITED,INE095A01012,Buy,1,1029.50,2.68,0.03,0.15,TT,STT Paid,icicidirect,14-Nov-2024,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,2,457.00,8.09,0.03,0.14,TT,STT Paid,icicidirect,07-Aug-2023,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,1,440.50,3.90,0.01,0.00,TT,STT Paid,icicidirect,14-Aug-2023,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,1,435.50,3.86,0.01,0.00,TT,STT Paid,icicidirect,16-Aug-2023,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,1,430.50,3.81,0.01,0.00,TT,STT Paid,icicidirect,18-Aug-2023,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,2,408.70,7.24,0.03,0.00,TT,STT Paid,icicidirect,20-Oct-2023,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,3,395.00,10.49,0.03,0.00,TT,STT Paid,icicidirect,25-Oct-2023,BSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Sell,3,438.00,3.42,0.04,0.00,TT,STT Paid,icicidirect,04-Apr-2024,BSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Sell,3,469.90,3.67,0.04,0.00,TT,STT Paid,icicidirect,09-Apr-2024,BSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Sell,2,518.10,2.70,0.03,0.00,TT,STT Paid,icicidirect,02-Jul-2024,BSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,6,365.25,5.70,0.07,0.00,TT,STT Paid,icicidirect,18-Nov-2024,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,1,330.50,0.86,0.01,0.00,TT,STT Paid,icicidirect,18-Nov-2024,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,8,332.15,6.91,0.08,1.19,TT,STT Paid,icicidirect,18-Nov-2024,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,5,370.00,4.81,0.06,0.00,TT,STT Paid,icicidirect,18-Nov-2024,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,1,320.00,0.83,0.01,0.00,TT,STT Paid,icicidirect,28-Nov-2024,NSE,
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,Buy,23,0.00,0.00,0.00,0.00,TT,STT Not Paid,icicidirect,03-Feb-2025,NSE,
INDLTD,INDEGENE LTD,INE065X01017,Buy,1,554.00,1.44,0.02,0.08,TT,STT Paid,icicidirect,01-Jul-2024,BSE,
INDLTD,INDEGENE LTD,INE065X01017,Sell,1,675.00,1.76,0.02,0.00,TT,STT Paid,icicidirect,28-Nov-2024,BSE,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,Buy,20,106.20,18.81,0.07,0.82,Rolling,STT Paid,icicidirect,09-Aug-2021,NSE,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,Sell,20,120.70,21.38,0.07,0.00,Rolling,STT Paid,icicidirect,12-May-2022,NSE,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,Buy,10,73.50,6.51,0.02,0.00,Rolling,STT Paid,icicidirect,17-Aug-2022,NSE,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,Sell,4,83.00,2.94,0.01,0.00,TT,STT Paid,icicidirect,08-May-2023,NSE,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,Sell,3,83.85,2.23,0.01,0.00,TT,STT Paid,icicidirect,12-May-2023,NSE,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,Sell,2,87.20,1.54,0.00,0.00,TT,STT Paid,icicidirect,16-May-2023,BSE,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,Sell,1,95.00,0.84,0.00,0.00,TT,STT Paid,icicidirect,03-Jul-2023,BSE,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,Buy,2,89.95,1.59,0.01,0.00,TT,STT Paid,icicidirect,11-Oct-2023,NSE,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,Sell,1,104.10,0.27,0.00,0.00,TT,STT Paid,icicidirect,24-Nov-2023,NSE,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,Sell,1,122.50,0.32,0.00,0.00,TT,STT Paid,icicidirect,08-Dec-2023,BSE,
INDPES,INDIA PESTICIDES LIMITED,INE0D6701023,Buy,4,225.45,2.35,0.03,0.00,TT,STT Paid,icicidirect,18-Mar-2024,NSE,
INDPES,INDIA PESTICIDES LIMITED,INE0D6701023,Buy,1,237.50,0.62,0.01,0.00,TT,STT Paid,icicidirect,12-Apr-2024,BSE,
INDPES,INDIA PESTICIDES LIMITED,INE0D6701023,Buy,1,215.00,0.56,0.01,0.00,TT,STT Paid,icicidirect,10-Jul-2024,BSE,
INDPES,INDIA PESTICIDES LIMITED,INE0D6701023,Buy,3,215.00,1.68,0.02,0.00,TT,STT Paid,icicidirect,10-Jul-2024,BSE,
INDPES,INDIA PESTICIDES LIMITED,INE0D6701023,Buy,3,190.00,1.48,0.02,0.09,TT,STT Paid,icicidirect,04-Nov-2024,NSE,
INDPES,INDIA PESTICIDES LIMITED,INE0D6701023,Buy,1,155.00,0.40,0.01,0.00,TT,STT Paid,icicidirect,27-Jan-2025,BSE,
INDPES,INDIA PESTICIDES LIMITED,INE0D6701023,Buy,5,129.00,1.68,0.02,0.00,TT,STT Paid,icicidirect,08-Apr-2025,NSE,
INDR,INDIAN RAILWAY FIN CORP LTD,INE053F01010,Buy,10,22.95,2.03,0.00,0.00,Rolling,STT Paid,icicidirect,15-Sep-2021,NSE,
INDR,INDIAN RAILWAY FIN CORP LTD,INE053F01010,Sell,10,31.50,2.79,0.01,0.00,Rolling,STT Paid,icicidirect,25-Nov-2022,BSE,
INDR,INDIAN RAILWAY FIN CORP LTD,INE053F01010,Buy,2,75.75,1.34,0.00,0.00,TT,STT Paid,icicidirect,11-Oct-2023,BSE,
INDR,INDIAN RAILWAY FIN CORP LTD,INE053F01010,Sell,1,95.30,0.25,0.00,0.00,TT,STT Paid,icicidirect,15-Dec-2023,BSE,
INDR,INDIAN RAILWAY FIN CORP LTD,INE053F01010,Sell,1,116.70,0.30,0.00,0.00,TT,STT Paid,icicidirect,15-Jan-2024,NSE,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,Buy,460,32.00,0.00,0.00,0.00,Rolling,STT Paid,icicidirect,28-Nov-2023,NSE,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,Sell,115,71.70,21.45,0.26,0.00,TT,STT Paid,icicidirect,08-Dec-2023,NSE,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,Sell,115,120.85,36.15,0.39,0.00,TT,STT Paid,icicidirect,15-Dec-2023,BSE,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,Sell,50,108.94,14.17,0.15,0.00,TT,STT Paid,icicidirect,15-Dec-2023,BSE,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,Sell,65,108.94,18.42,0.20,0.00,TT,STT Paid,icicidirect,15-Dec-2023,BSE,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,Sell,30,160.40,12.52,0.13,0.00,TT,STT Paid,icicidirect,24-Jan-2024,BSE,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,Sell,1,182.20,0.47,0.01,0.00,TT,STT Paid,icicidirect,29-Apr-2024,NSE,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,Sell,30,225.65,17.61,0.19,0.00,TT,STT Paid,icicidirect,03-Jul-2024,BSE,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,Sell,4,240.25,2.50,0.03,0.00,TT,STT Paid,icicidirect,09-Jul-2024,BSE,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,Sell,10,277.15,7.21,0.08,0.00,TT,STT Paid,icicidirect,12-Jul-2024,BSE,
INFTEC,INFOSYS LTD,INE009A01021,Buy,1,1742.95,15.43,0.05,0.00,Rolling,STT Paid,icicidirect,12-Apr-2022,NSE,
INTAVI,INTERGLOBE AVIATION LIMITED,INE646L01027,Buy,2,4941.50,25.71,0.31,1.89,TT,STT Paid,icicidirect,20-Jan-2026,NSE,
IRMENE,IRM ENERGY LIMITED,INE07U701015,Buy,29,505.00,0.00,0.00,0.00,Rolling,STT Paid,icicidirect,25-Oct-2023,NSE,
IRMENE,IRM ENERGY LIMITED,INE07U701015,Sell,3,459.25,3.58,0.04,0.00,TT,STT Paid,icicidirect,10-Nov-2023,NSE,
IRMENE,IRM ENERGY LIMITED,INE07U701015,Sell,6,459.25,7.17,0.09,0.00,TT,STT Paid,icicidirect,10-Nov-2023,NSE,
IRMENE,IRM ENERGY LIMITED,INE07U701015,Sell,6,459.25,7.17,0.09,0.00,TT,STT Paid,icicidirect,10-Nov-2023,NSE,
IRMENE,IRM ENERGY LIMITED,INE07U701015,Sell,1,565.00,1.47,0.02,0.00,TT,STT Paid,icicidirect,15-Jan-2024,NSE,
IRMENE,IRM ENERGY LIMITED,INE07U701015,Sell,7,547.15,9.96,0.11,0.00,TT,STT Paid,icicidirect,19-Apr-2024,BSE,
IRMENE,IRM ENERGY LIMITED,INE07U701015,Sell,1,565.00,1.47,0.02,0.00,TT,STT Paid,icicidirect,29-Apr-2024,BSE,
IRMENE,IRM ENERGY LIMITED,INE07U701015,Buy,4,451.00,4.69,0.06,0.72,TT,STT Paid,icicidirect,01-Jul-2024,NSE,
ITC,ITC LIMITED,INE154A01025,Buy,20,366.75,19.08,0.23,0.00,TT,STT Paid,icicidirect,01-Jan-2026,NSE,
ITC,ITC LIMITED,INE154A01025,Buy,20,368.40,19.17,0.23,0.00,TT,STT Paid,icicidirect,01-Jan-2026,NSE,
ITC,ITC LIMITED,INE154A01025,Buy,30,367.80,28.71,0.35,3.92,TT,STT Paid,icicidirect,01-Jan-2026,NSE,
ITC,ITC LIMITED,INE154A01025,Buy,1,343.00,0.89,0.01,0.05,TT,STT Paid,icicidirect,07-Jan-2026,NSE,
JIOFIN,JIO FINANCIAL SERVICES LIMITED,INE758E01017,Buy,1,119.51,1.06,0.00,0.00,Rolling,STT Paid,Demerger,28-Sep-2021,NSE,
JIOFIN,JIO FINANCIAL SERVICES LIMITED,INE758E01017,Buy,5,221.60,9.81,0.04,0.00,TT,STT Paid,icicidirect,18-Oct-2023,NSE,
JIOFIN,JIO FINANCIAL SERVICES LIMITED,INE758E01017,Buy,2,206.60,3.66,0.01,0.00,TT,STT Paid,icicidirect,25-Oct-2023,NSE,
JIOFIN,JIO FINANCIAL SERVICES LIMITED,INE758E01017,Sell,2,225.00,1.17,0.01,0.00,TT,STT Paid,icicidirect,13-Nov-2023,BSE,
